open,high,low,close,volume,ma7,ma21,price_diff,volatility
26682.81,26895.0,26575.01,26678.08,579.3476,26672.200000000004,26955.030476190477,-4.859999999996944,0.0025714831804676637
26676.54,27087.42,26170.65,27066.95,981.01577,26746.95857142857,26915.895238095236,388.869999999999,0.005765961493395945
27072.39,27394.36,26500.0,26737.92,820.79767,26767.652857142857,26885.87761904762,-329.0300000000025,0.008107718588972933
26733.95,26985.89,26539.94,26768.52,558.82788,26775.29,26822.52857142857,30.600000000002183,0.007942713588189428
26763.73,26875.0,26550.0,26837.27,784.525,26792.66857142857,26810.671428571433,68.75,0.007985364835880245
26838.32,26877.03,26686.1,26791.37,271.73926,26794.721428571425,26794.303809523808,-45.900000000001455,0.007993444446693164
26791.88,26881.98,26700.5,26803.85,257.99333,26811.994285714285,26782.056190476193,12.479999999999563,0.007833263993639969
26803.84,27132.47,26495.02,27042.42,830.90967,26864.04285714286,26787.571428571428,238.5699999999997,0.008399890608801775
27046.09,28112.82,26869.48,27690.67,798.7333,26953.145714285714,26835.738095238095,648.25,0.011074676220208099
27686.02,27900.0,27284.0,27503.51,534.69468,27062.515714285713,26869.963333333333,-187.15999999999985,0.009948946582810364
27511.83,27571.22,27007.4,27257.96,501.65102,27132.43571428571,26889.42095238095,-245.54999999999927,0.01110590757881936
27259.49,27363.33,27119.6,27303.8,333.50783,27199.08285714286,26905.19380952381,45.840000000000146,0.011111970696063993
27304.44,27340.19,27066.92,27096.41,158.35772,27242.66,26915.638095238097,-207.38999999999942,0.011692651174732824
27095.72,27133.32,26914.58,27036.26,164.08492,27275.86142857143,26910.722857142853,-60.150000000001455,0.01178272203407112
27031.69,27538.23,26852.12,27375.16,423.72495,27323.395714285714,26953.212857142855,338.90000000000146,0.012244830830082432
27374.7,27378.74,26845.98,26968.59,516.92502,27220.24142857143,26973.44857142857,-406.5699999999997,0.008859537737746198
26966.06,27015.32,26598.01,26599.86,526.85525,27091.14857142857,26973.772380952385,-368.72999999999956,0.0096068212363218
26599.75,26665.23,24000.0,24733.8,1534.5672,26730.554285714286,26879.426666666666,-1866.0600000000013,0.02671398536412255
24730.59,25265.57,24105.0,24492.58,1242.51355,26328.95142857143,26773.567619047622,-241.21999999999753,0.025972530370150012
24488.93,24708.99,24194.64,24444.82,489.01916,25950.152857142857,26662.51142857143,-47.76000000000204,0.026329657834037533
24445.89,24590.96,24259.17,24368.7,322.92402,25569.07285714286,26552.309523809523,-76.11999999999898,0.02626340212893285
24370.91,24370.91,23873.14,24085.05,621.68989,25099.057142857142,26428.831904761904,-283.65000000000146,0.023580122774760553
24089.14,24119.85,23489.25,24109.38,824.92347,24690.59857142857,26287.995238095238,24.330000000001746,0.024656777502922524
24112.12,24750.0,23970.01,24390.77,832.26191,24375.014285714286,26176.22619047619,281.3899999999994,0.026759780364081776
24387.22,24531.41,23952.15,24261.14,609.28891,24307.49142857143,26056.827142857142,-129.63000000000102,0.007719347145355473
24262.38,24337.71,23993.38,24208.61,602.40253,24266.924285714285,25931.652857142857,-52.529999999998836,0.007074167468871382
24207.52,24281.86,24115.0,24163.05,124.15098,24226.67142857143,25806.494761904763,-45.56000000000131,0.007073722599288645
24162.2,24299.98,24117.99,24224.95,102.519,24206.135714285712,25683.69,61.900000000001455,0.007199899952727361
24221.95,24323.24,23966.18,24127.39,322.09127,24212.184285714287,25544.879047619044,-97.56000000000131,0.005715594756633449
24127.39,25969.92,24013.46,25555.73,914.47712,24418.805714285718,25443.21523809524,1428.3400000000001,0.02304008097588925
25552.31,25600.0,24790.27,25039.2,598.79167,24511.43857142857,25325.86714285714,-516.5299999999988,0.025361132728807072
25035.72,25411.18,23770.0,24004.09,846.15041,24474.717142857142,25170.92095238095,-1035.1100000000006,0.03067107985380871
24007.09,24203.81,23592.61,24024.18,529.07281,24448.370000000003,25014.74857142857,20.090000000000146,0.030675074700518747
24028.3,24177.51,23971.89,24073.64,192.36201,24435.597142857143,24870.807142857142,49.45999999999913,0.03068581036261938
24072.95,24300.0,23980.47,24176.95,191.45055,24428.74,24734.649523809523,103.31000000000131,0.03071806009016958
24174.66,24278.02,23769.64,23956.22,420.95576,24404.287142857145,24571.84285714286,-220.72999999999956,0.030892793830681907
23958.65,24187.98,23740.5,24084.06,437.12158,24194.048571428575,24434.484285714287,127.84000000000015,0.01717303175011519
24084.06,24278.5,23699.01,24052.92,422.93025,24053.15142857143,24313.201428571432,-31.140000000003056,0.016461383493302083
24052.92,24726.55,23979.1,24562.82,544.95174,24132.97,24305.059523809523,509.90000000000146,0.009207817723190778
24564.2,24709.59,24008.27,24259.22,480.64447,24166.54714285714,24293.947142857145,-303.59999999999854,0.010982941882265807
24258.74,24282.47,24150.01,24248.74,135.45969,24191.56142857143,24284.61,-10.479999999999563,0.011000011665057667
24249.98,24362.29,23959.22,24150.91,279.81322,24187.841428571428,24274.23904761905,-97.83000000000175,0.011045864402179164
24152.48,24196.29,23222.0,23468.24,1031.06646,24118.13,24244.867142857143,-682.6699999999983,0.01522884981429838
23468.53,24767.74,23441.13,24054.01,1102.67202,24113.83714285714,24242.230476190478,585.7699999999968,0.018449589529449487
24054.43,24618.55,23987.72,24475.15,508.69498,24174.155714285716,24246.24857142857,421.14000000000306,0.019569998824638404
24474.3,25262.09,24370.94,24965.7,549.37223,24231.71,24279.79904761905,490.5499999999993,0.019391432899563934
